block,step_idx,timestep,feature_ids,feature_scores,top1_in_set_feature_id,top1_in_set_score,set_mass
unet.up_blocks.0.attentions.0,10,628,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000,1102,0.0,0.0
unet.up_blocks.0.attentions.0,11,595,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.014977,2057,0.01497650146484375,0.01497650146484375
unet.up_blocks.0.attentions.0,12,562,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.016815,2057,0.016815185546875,0.016815185546875
unet.up_blocks.0.attentions.0,13,529,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.019272,2057,0.0192718505859375,0.0192718505859375
unet.up_blocks.0.attentions.0,14,496,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.021530,2057,0.0215301513671875,0.0215301513671875
unet.up_blocks.0.attentions.0,15,463,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.038116,2057,0.038116455078125,0.038116455078125
unet.up_blocks.0.attentions.0,16,430,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.040649,2057,0.0406494140625,0.0406494140625
unet.up_blocks.0.attentions.0,17,397,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.043701,2057,0.043701171875,0.043701171875
unet.up_blocks.0.attentions.0,18,364,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.046692,2057,0.04669189453125,0.04669189453125
unet.up_blocks.0.attentions.0,19,331,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.048920,2057,0.048919677734375,0.048919677734375
unet.up_blocks.0.attentions.0,20,298,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.049988,2057,0.04998779296875,0.04998779296875
unet.up_blocks.0.attentions.0,21,265,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.049988,2057,0.04998779296875,0.04998779296875
unet.up_blocks.0.attentions.0,22,232,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.069458,2057,0.0694580078125,0.0694580078125
unet.up_blocks.0.attentions.0,23,199,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.086670,2057,0.086669921875,0.086669921875
unet.up_blocks.0.attentions.0,24,166,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.065552,2057,0.0655517578125,0.0655517578125
unet.up_blocks.0.attentions.0,25,133,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.064819,2057,0.0648193359375,0.0648193359375
unet.up_blocks.0.attentions.0,26,100,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.043823,2057,0.0438232421875,0.0438232421875
unet.up_blocks.0.attentions.0,27,67,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.041992,2057,0.0419921875,0.0419921875
unet.up_blocks.0.attentions.0,28,34,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.041656,2057,0.041656494140625,0.041656494140625
unet.up_blocks.0.attentions.0,29,1,1102 3865 3607 3809 1517 1603 3873 4259 275 2057,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.098999,2057,0.0989990234375,0.0989990234375
