step_idx,timestep,feature_ids,feature_scales,main_injection_value,baseline_value,early_injection_value,late_injection_value
19,331,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.011033724467253592,0.013535880582423943,0.013872095731841227,0.013535880582423943
20,298,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.009563469339603614,0.013811649183082864,0.014412004664844602,0.013811649183082864
21,265,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.0093387825912572,0.014613554568029485,0.01439199795176549,0.014613554568029485
22,232,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.011699592288707095,0.014459431720524663,0.015065472652388223,0.014459431720524663
23,199,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.01238971381916798,0.014832573902694435,0.014808345565249681,0.014832573902694435
24,166,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.011989462441398757,0.014860702455372632,0.01433575286095845,0.012776937478690797
25,133,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.01074573851944649,0.015490148179665653,0.01366511843919227,0.012294814698023515
26,100,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.009126496191846911,0.014840354085265517,0.01315157487491092,0.011112033004337718
27,67,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.006760626854102725,0.01409625728901176,0.012448084962670691,0.010405411077400117
28,34,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.006025849763098279,0.01314264305283075,0.0133658827805192,0.0074039810042165755
29,1,3611 4052 919 4014 58 2091 2758 4766 878 4213 1195 2932,0.00848736334592104 0.007790582720190287 0.007180307060480118 0.00590311037376523 0.005390139762312174 0.005349571816623211 0.005128177814185619 0.0046647172421216965 0.004591265693306923 0.004241584800183773 0.00415472686290741 0.004126726184040308,0.004514476705843151,0.013539268436034035,0.009050819964556922,0.005010306484038551
